win_rate_diff,win_rate_avg,win_rate_abs_diff,avg_score_diff,avg_score_avg,avg_score_abs_diff,games_played_diff,games_played_avg,games_played_abs_diff,winrate_ratio,avgscore_ratio,team1_higher_winrate,match_winner
,,,,,,,,,,,0,1
,,,,,,,,,,,0,1
,,,,,,,,,,,0,0
,,,,,,,,,,,0,1
-0.017000000000000015,0.4465,0.017000000000000015,-0.017000000000000015,0.4465,0.017000000000000015,-6.0,19.0,6.0,0.9626162062372255,0.9626162062372255,0,1
-0.04199999999999998,0.44999999999999996,0.04199999999999998,-0.04199999999999998,0.44999999999999996,0.04199999999999998,4.0,19.0,4.0,0.9108086877136367,0.9108086877136367,0,0
0.05299999999999999,0.4115,0.05299999999999999,0.05299999999999999,0.4115,0.05299999999999999,3.0,14.5,3.0,1.1376327887587334,1.1376327887587334,1,1
,,,,,,,,,,,0,0
0.386,0.407,0.386,0.386,0.407,0.386,16.0,22.0,16.0,2.8036073080697164,2.8036073080697164,1,1
-0.334,0.5,0.334,-0.334,0.5,0.334,3.0,4.5,3.0,0.4992428899116955,0.4992428899116955,0,0
-0.23400000000000004,0.55,0.23400000000000004,-0.23400000000000004,0.55,0.23400000000000004,27.0,16.5,27.0,0.6491656796749674,0.6491656796749674,0,1
-0.26699999999999996,0.4665,0.26699999999999996,-0.26699999999999996,0.4665,0.26699999999999996,1.0,5.5,1.0,0.5549907501541642,0.5549907501541642,0,1
,,,,,,,,,,,0,0
,,,,,,,,,,,0,0
,,,,,,,,,,,0,1
,,,,,,,,,,,0,1
-0.417,0.5415,0.417,-0.417,0.5415,0.417,2.0,5.0,2.0,0.4439940800789323,0.4439940800789323,0,1
,,,,,,,,,,,0,1
,,,,,,,,,,,0,1
,,,,,,,,,,,0,0
,,,,,,,,,,,0,0
0.31200000000000006,0.299,0.31200000000000006,0.31200000000000006,0.299,0.31200000000000006,4.0,9.0,4.0,3.1815956926089086,3.1815956926089086,1,1
0.197,0.4315,0.197,0.197,0.4315,0.197,260.0,136.0,260.0,1.591543797483559,1.591543797483559,1,0
-0.24200000000000002,0.264,0.24200000000000002,-0.24200000000000002,0.264,0.24200000000000002,-6.0,10.0,6.0,0.37141892418378736,0.37141892418378736,0,1
,,,,,,,,,,,0,1
0.28200000000000003,0.526,0.28200000000000003,0.28200000000000003,0.526,0.28200000000000003,-10.0,8.0,10.0,1.732422534479624,1.732422534479624,1,1
0.16699999999999998,0.4165,0.16699999999999998,0.16699999999999998,0.4165,0.16699999999999998,8.0,10.0,8.0,1.5014564127203387,1.5014564127203387,1,1
,,,,,,,,,,,0,1
,,,,,,,,,,,0,1
,,,,,,,,,,,0,0
,,,,,,,,,,,0,0
,,,,,,,,,,,0,1
0.08299999999999999,0.20850000000000002,0.08299999999999999,0.08299999999999999,0.20850000000000002,0.08299999999999999,-8.0,8.0,8.0,1.4969163523142326,1.4969163523142326,1,1
,,,,,,,,,,,0,1
,,,,,,,,,,,0,1
,,,,,,,,,,,0,0
,,,,,,,,,,,0,0
0.33299999999999996,0.8335,0.33299999999999996,0.33299999999999996,0.8335,0.33299999999999996,-2.0,2.0,2.0,1.4992278976327191,1.4992278976327191,1,1
,,,,,,,,,,,0,0
